,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_sim_options
0,3.8460731511218835,3.8490131545680613,3.854833222025809,3.849973175905251,0.0036401411407018824,16,3.0586021854984193,3.063203537868049,3.069003173353702,3.06360296557339,0.004255568427388589,12,134.70772488911948,16.867275220252736,30.158351341883343,1.3665661092399541,"{'k': 10, 'sim_options': {'name': 'cosine', 'min_support': 1, 'user_based': False}}",10,"{'name': 'cosine', 'min_support': 1, 'user_based': False}"
1,3.816283557476917,3.8108752122428733,3.805585258009666,3.8109146759098187,0.0043676516122132,13,3.0796469410575216,3.079918871145544,3.0723875667137017,3.0773177929722557,0.0034879635618886495,16,35.00032528241476,5.021163656951708,24.595603068669636,1.078179601337334,"{'k': 10, 'sim_options': {'name': 'cosine', 'min_support': 3, 'user_based': False}}",10,"{'name': 'cosine', 'min_support': 3, 'user_based': False}"
2,3.688988611487926,3.6856989973652095,3.6951258725922953,3.6899378271484764,0.00390659714793986,2,2.962880471906822,2.9580678000332163,2.9668609838778286,2.9626030852726224,0.0035951567457633785,2,15.781363725662231,0.30735149674754425,26.059829076131184,0.8421867527561688,"{'k': 10, 'sim_options': {'name': 'msd', 'min_support': 1, 'user_based': False}}",10,"{'name': 'msd', 'min_support': 1, 'user_based': False}"
3,3.8323840016430113,3.833741718010081,3.8250366539524805,3.830387457868524,0.003823974838159398,15,3.055369716054265,3.0608265607369396,3.0525125428796764,3.056236273223627,0.003449049552997868,11,15.181163867314657,0.7091882209734565,26.056108395258587,0.7026276412886319,"{'k': 10, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': False}}",10,"{'name': 'msd', 'min_support': 3, 'user_based': False}"
4,3.789358562011741,3.7914549227972922,3.779922571279524,3.7869120186961855,0.005015839147374933,7,3.031398155010947,3.0364372838525413,3.0278281624937478,3.0318878671190785,0.003531676287944758,7,143.7450246810913,5.885759731595711,26.888765335083008,1.1937409961719627,"{'k': 10, 'sim_options': {'name': 'pearson', 'min_support': 1, 'user_based': False}}",10,"{'name': 'pearson', 'min_support': 1, 'user_based': False}"
5,3.8082151242482327,3.809418108236985,3.798963808414537,3.805532346966585,0.004670550763496927,12,3.0726692019276642,3.0772139757175756,3.067231388222247,3.0723715219558287,0.00408080656240875,15,96.7634089787801,3.5674251766537366,26.091397364934284,1.108813963314417,"{'k': 10, 'sim_options': {'name': 'pearson', 'min_support': 3, 'user_based': False}}",10,"{'name': 'pearson', 'min_support': 3, 'user_based': False}"
6,3.7382214387131567,3.7412131782294464,3.7291239958614013,3.7361862042680016,0.005140928386781452,4,2.9703105504763068,2.976818736230741,2.9661854393841174,2.9711049086970553,0.00437721404504865,4,43.84962821006775,6.148918532651335,25.46795876820882,1.4483810426672818,"{'k': 10, 'sim_options': {'name': 'pearson_baseline', 'min_support': 1, 'user_based': False}}",10,"{'name': 'pearson_baseline', 'min_support': 1, 'user_based': False}"
7,3.7918685628085864,3.797979579135759,3.784793814535914,3.7915473188267534,0.005387856425489386,8,3.0426957880697656,3.05277620963884,3.039453161532017,3.0449750530802078,0.005672870493559679,9,29.68650285402934,0.6018460320120881,23.67423701286316,0.1989353974440289,"{'k': 10, 'sim_options': {'name': 'pearson_baseline', 'min_support': 3, 'user_based': False}}",10,"{'name': 'pearson_baseline', 'min_support': 3, 'user_based': False}"
8,3.797232622722153,3.7909857068647392,3.7975514917610593,3.795256607115984,0.0030227869131045837,10,3.021149356004454,3.018151871487945,3.02484045772983,3.021380561740743,0.00273549368465152,5,84.11911757787068,7.161224439152477,27.16916577021281,0.5287227416224793,"{'k': 20, 'sim_options': {'name': 'cosine', 'min_support': 1, 'user_based': False}}",20,"{'name': 'cosine', 'min_support': 1, 'user_based': False}"
9,3.796710154538795,3.792188269829537,3.7860412179200225,3.791646547429451,0.0043723868015011925,9,3.0653218206087356,3.0664075215889923,3.0592032325824734,3.0636441915934007,0.0031713587369015996,13,41.26836506525675,7.341490944539343,27.06227445602417,0.7560706803401674,"{'k': 20, 'sim_options': {'name': 'cosine', 'min_support': 3, 'user_based': False}}",20,"{'name': 'cosine', 'min_support': 3, 'user_based': False}"
10,3.6643394484515284,3.660092530316097,3.6678744814687465,3.664102153412124,0.0031813961963631054,1,2.9473814317756784,2.943827639387698,2.95059205265345,2.947267041272275,0.002762744480635325,1,15.845970312754313,0.5944406030589062,27.794570525487263,0.5785575714150955,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 1, 'user_based': False}}",20,"{'name': 'msd', 'min_support': 1, 'user_based': False}"
11,3.8192370509414295,3.81949962809435,3.81214959952326,3.816962092853013,0.0034046346575412824,14,3.0468952591190996,3.0514068453818672,3.0443276823663954,3.0475432622891208,0.0029261542829197244,10,15.077840248743692,1.2545639019686838,27.063692569732666,0.20111052030582574,"{'k': 20, 'sim_options': {'name': 'msd', 'min_support': 3, 'user_based': False}}",20,"{'name': 'msd', 'min_support': 3, 'user_based': False}"
12,3.7782845486067522,3.780192743067159,3.7683911623832325,3.7756228180190483,0.00517255152711227,5,3.0236748954026695,3.0284444475819967,3.019634029863336,3.023917790949334,0.0036009363392747354,6,133.61347031593323,4.17013661195737,28.394371112187702,1.4165302683674081,"{'k': 20, 'sim_options': {'name': 'pearson', 'min_support': 1, 'user_based': False}}",20,"{'name': 'pearson', 'min_support': 1, 'user_based': False}"
13,3.799279334619244,3.8010174132820294,3.7908795865345493,3.7970587781452743,0.004426589061647651,11,3.0662268078597448,3.0711913098060823,3.061463486148768,3.066293867938198,0.003971650460244622,14,83.99276566505432,2.624531636843472,26.762242396672566,1.893215576536976,"{'k': 20, 'sim_options': {'name': 'pearson', 'min_support': 3, 'user_based': False}}",20,"{'name': 'pearson', 'min_support': 3, 'user_based': False}"
14,3.726399221310742,3.7290374914455127,3.7179999283488327,3.7244788803683626,0.00470621799888416,3,2.964878759437155,2.9711233555850325,2.961364664579067,2.9657889265337514,0.004035617725972325,3,38.220218578974404,2.996782084696155,27.68696101506551,1.5166948292194709,"{'k': 20, 'sim_options': {'name': 'pearson_baseline', 'min_support': 1, 'user_based': False}}",20,"{'name': 'pearson_baseline', 'min_support': 1, 'user_based': False}"
15,3.784920656848108,3.790803479964598,3.778585388056678,3.784769841623128,0.004989154998037292,6,3.0395359102613724,3.049232749804505,3.0368840664580135,3.04188424217463,0.005307761121169593,8,41.06969928741455,3.348704170293283,25.988747596740723,0.3986036161667607,"{'k': 20, 'sim_options': {'name': 'pearson_baseline', 'min_support': 3, 'user_based': False}}",20,"{'name': 'pearson_baseline', 'min_support': 3, 'user_based': False}"
